Record_ID,State,District,Year,Season,Crop,Area_Hectares,Production_Tonnes,Yield_Tonnes_Per_Hectare,Rainfall_mm,Temperature_C,Humidity_Percentage,Soil_Type,Irrigation_Type,Fertilizer_Used_kg,Pesticide_Used_kg,Farmer_Category,Organic_Farming,Labor_Count,Market_Price_per_Tonne,Production_Cost,Revenue,Profit,Crop_Quality,Region
379,Assam,Nagaon,2022,Kharif,Cotton,495.98,297.59,0.6,833.5,29.6,56.3,Laterite,Canal,79128.83,2258.19,Medium,No,5,6360.35,20664842.13,1892776.56,-18772065.57,Good,Northeast
380,Bihar,Patna,2021,Whole Year,Rice,459.28,1295.17,2.82,1236.4,21.7,90.4,Black,Drip,81261.97,2600.45,Small,No,2,1730.46,12059260.99,2241239.88,-9818021.11,Average,East
381,Punjab,Jalandhar,2024,Rabi,Onion,296.67,5034.49,16.97,826.2,13.8,39.1,Alluvial,Canal,45992.37,1992.56,Small,Yes,5,2051.34,15021505.4,10327450.72,-4694054.68,Average,North
382,Haryana,Karnal,2018,Rabi,Groundnut,445.15,1023.84,2.3,279.8,38.1,24.4,Sandy,Rain-fed,21906.11,3762.95,Medium,No,10,5102.52,13024879.62,5224164.08,-7800715.54,Excellent,North
383,Odisha,Puri,2018,Kharif,Bajra,232.64,439.69,1.89,393.7,32.8,74.1,Black,Rain-fed,26151.02,1736.88,Small,Yes,1,2138.75,4430326.35,940386.99,-3489939.36,Excellent,East
384,Tamil Nadu,Madurai,2023,Rabi,Groundnut,362.59,485.87,1.34,2411.4,12.1,44.9,Laterite,Tube Well,63222.57,3371.4,Small,No,2,4721.11,8930633.84,2293845.72,-6636788.12,Average,South
385,Rajasthan,Jaipur,2020,Kharif,Rice,254.05,1158.47,4.56,1324.0,16.8,36.0,Red,Canal,22309.98,2120.42,Medium,No,9,2096.41,9227588.39,2428628.09,-6798960.3,Excellent,North
386,Maharashtra,Aurangabad,2023,Kharif,Maize,227.7,530.54,2.33,736.3,10.1,37.8,Red,Rain-fed,28997.32,826.37,Medium,No,9,1784.36,5296931.65,946674.35,-4350257.3,Average,West
387,Odisha,Bhubaneswar,2023,Kharif,Rice,179.59,429.22,2.39,1377.2,32.1,93.0,Alluvial,Canal,31705.41,572.96,Small,No,3,2003.19,5710306.47,859809.21,-4850497.26,Average,East
388,Uttar Pradesh,Kanpur,2018,Rabi,Maize,455.41,1703.23,3.74,1198.9,37.6,28.9,Red,Sprinkler,47302.76,2307.13,Small,No,5,1886.26,14558423.37,3212734.62,-11345688.75,Average,North
389,Assam,Guwahati,2019,Kharif,Maize,397.65,1200.9,3.02,1185.3,31.0,98.2,Red,Canal,58387.56,2966.7,Large,No,14,1496.61,7454198.04,1797278.95,-5656919.09,Poor,Northeast
390,Odisha,Cuttack,2025,Kharif,Cotton,392.55,259.08,0.66,585.6,23.6,90.6,Sandy,Sprinkler,43102.89,2397.28,Small,No,4,6431.3,16632265.24,1666221.2,-14966044.04,Good,East
391,Gujarat,Bhavnagar,2018,Kharif,Cotton,447.55,183.5,0.41,733.9,24.9,50.2,Red,Sprinkler,33850.04,864.82,Medium,No,12,5703.15,19960307.34,1046528.02,-18913779.32,Average,West
392,Andhra Pradesh,Guntur,2024,Kharif,Bajra,216.82,364.26,1.68,891.8,10.9,55.3,Alluvial,Canal,19572.99,413.39,Medium,No,5,1871.52,4177266.95,681719.88,-3495547.07,Excellent,South
393,Haryana,Rohtak,2018,Kharif,Jowar,167.55,202.74,1.21,2261.1,36.9,87.6,Red,Tube Well,30111.99,2007.66,Medium,No,8,1505.97,2177268.94,305320.36,-1871948.58,Poor,North
394,Bihar,Muzaffarpur,2024,Zaid,Tomato,236.53,7346.62,31.06,532.9,23.9,38.2,Clay,Drip,25171.84,1578.62,Medium,No,11,1142.86,11354777.57,8396158.13,-2958619.44,Good,East
395,Gujarat,Vadodara,2021,Kharif,Bajra,426.62,443.68,1.04,2633.9,20.7,79.0,Laterite,Sprinkler,37361.3,2393.6,Medium,No,12,1579.78,6770267.79,700916.79,-6069351.0,Average,West
396,Punjab,Amritsar,2020,Kharif,Soybean,490.11,656.75,1.34,1650.0,16.6,28.7,Sandy,Rain-fed,63449.87,2132.52,Small,No,2,3532.06,11741721.69,2319680.4,-9422041.29,Average,North
397,Uttar Pradesh,Kanpur,2019,Rabi,Mustard,142.62,218.21,1.53,302.9,12.0,61.5,Red,Sprinkler,22870.4,787.19,Small,Yes,5,5396.35,2551461.67,1177537.53,-1373924.14,Average,North
398,Madhya Pradesh,Bhopal,2021,Whole Year,Sugarcane,409.13,26000.21,63.55,1767.8,20.9,36.2,Clay,Rain-fed,32141.96,442.63,Small,Yes,4,374.31,29930174.57,9732138.61,-20198035.96,Average,Central
399,Karnataka,Hubballi,2025,Rabi,Barley,368.91,1147.31,3.11,1423.3,34.5,76.9,Alluvial,Rain-fed,46417.68,3655.84,Small,No,5,1866.62,7222623.84,2141591.79,-5081032.05,Average,South
400,Uttar Pradesh,Varanasi,2019,Kharif,Groundnut,120.61,189.36,1.57,1921.4,20.2,93.3,Clay,Drip,20168.78,666.26,Medium,Yes,9,4942.66,3798984.18,935942.1,-2863042.08,Average,North
401,Karnataka,Mysuru,2022,Kharif,Cotton,231.62,129.71,0.56,2274.2,23.3,79.7,Red,Rain-fed,10489.71,870.12,Medium,Yes,11,6349.46,10124275.46,823588.46,-9300687.0,Good,South
402,Karnataka,Mysuru,2025,Kharif,Tomato,420.94,6945.51,16.5,391.5,20.3,62.8,Laterite,Drip,21409.83,3956.62,Medium,No,9,931.32,29467664.57,6468492.37,-22999172.2,Poor,South
403,Tamil Nadu,Coimbatore,2025,Rabi,Potato,418.41,11263.6,26.92,2177.6,41.4,51.2,Alluvial,Rain-fed,19806.75,439.88,Medium,No,7,1099.72,19730629.7,12386806.19,-7343823.51,Excellent,South
404,Gujarat,Ahmedabad,2018,Kharif,Soybean,340.3,636.36,1.87,380.1,39.2,73.1,Clay,Drip,15708.84,2258.74,Medium,No,7,4124.67,9237870.84,2624775.0,-6613095.84,Good,West
405,Gujarat,Ahmedabad,2021,Kharif,Cotton,178.93,80.52,0.45,1017.1,23.6,56.7,Black,Sprinkler,23438.45,905.17,Small,No,3,6535.09,7602628.45,526205.45,-7076423.0,Poor,West
406,West Bengal,Asansol,2020,Whole Year,Sugarcane,300.33,27278.97,90.83,2065.9,44.0,75.5,Alluvial,Drip,38727.4,3220.63,Small,No,4,286.75,18231818.54,7822244.65,-10409573.89,Average,East
407,Karnataka,Hubballi,2021,Kharif,Jowar,117.07,249.36,2.13,995.7,35.8,80.6,Sandy,Canal,5664.93,599.37,Small,No,2,1949.43,1449401.49,486109.86,-963291.63,Good,South
408,Karnataka,Belagavi,2020,Whole Year,Sugarcane,322.16,25434.53,78.95,2934.9,32.7,43.1,Black,Drip,51085.19,1496.1,Small,No,2,360.15,28302117.44,9160245.98,-19141871.46,Good,South
409,Odisha,Sambalpur,2023,Rabi,Maize,315.26,1018.29,3.23,2865.6,11.8,99.4,Red,Drip,16660.33,2370.42,Medium,No,7,1604.45,7555949.1,1633795.39,-5922153.71,Average,East
410,Uttar Pradesh,Kanpur,2021,Kharif,Groundnut,303.32,530.81,1.75,2906.4,17.0,89.0,Laterite,Canal,52517.39,1503.07,Small,No,4,5257.94,9410175.89,2790967.13,-6619208.76,Average,North
411,Odisha,Sambalpur,2018,Zaid,Onion,214.27,4458.96,20.81,970.7,28.8,64.2,Red,Sprinkler,19983.47,935.14,Small,No,4,993.52,8231483.9,4430065.94,-3801417.96,Good,East
412,Uttar Pradesh,Kanpur,2018,Whole Year,Rice,246.24,1209.04,4.91,2914.4,23.1,59.2,Clay,Tube Well,12305.3,2643.39,Large,Yes,28,1940.56,10869510.7,2346214.66,-8523296.04,Good,North
413,Bihar,Bhagalpur,2025,Kharif,Pulses,348.53,522.79,1.5,2233.4,18.5,22.8,Alluvial,Canal,47973.76,2822.63,Small,No,2,5635.72,6281031.05,2946298.06,-3334732.99,Average,East
414,Odisha,Cuttack,2018,Rabi,Wheat,322.55,1238.59,3.84,1799.9,41.5,61.5,Red,Rain-fed,20390.1,1837.11,Medium,No,12,2195.09,8673432.39,2718816.52,-5954615.87,Good,East
415,Gujarat,Ahmedabad,2019,Kharif,Pulses,407.3,297.33,0.73,2270.0,34.5,20.5,Red,Rain-fed,16382.01,720.21,Medium,No,8,6832.61,5582593.33,2031539.93,-3551053.4,Average,West
416,West Bengal,Howrah,2021,Kharif,Bajra,251.8,410.43,1.63,716.5,17.0,80.0,Red,Sprinkler,44722.85,2666.0,Small,No,1,1921.02,2936305.6,788444.24,-2147861.36,Average,East
417,Gujarat,Ahmedabad,2022,Rabi,Wheat,15.8,52.61,3.33,2305.5,10.3,41.3,Black,Tube Well,2377.73,23.08,Small,No,4,2161.79,596673.46,113731.77,-482941.69,Poor,West
418,Assam,Jorhat,2025,Zaid,Onion,302.58,6003.19,19.84,1094.9,21.0,39.2,Alluvial,Rain-fed,28134.19,493.1,Small,No,1,904.01,17175511.26,5426943.79,-11748567.47,Good,Northeast
419,Odisha,Cuttack,2018,Rabi,Barley,434.63,1238.7,2.85,2463.7,22.9,69.5,Clay,Rain-fed,48716.79,3591.14,Small,No,3,1508.32,8085011.65,1868355.98,-6216655.67,Excellent,East
420,Bihar,Bhagalpur,2025,Kharif,Cotton,200.68,70.24,0.35,1341.0,42.6,94.5,Clay,Canal,28656.88,849.38,Small,Yes,5,8150.04,9615911.46,572458.81,-9043452.65,Good,East
421,Karnataka,Bengaluru,2022,Kharif,Tomato,84.86,1666.65,19.64,2021.7,18.4,36.9,Clay,Canal,4647.42,1012.12,Small,No,3,1873.44,6094713.84,3122368.78,-2972345.06,Good,South
422,Maharashtra,Aurangabad,2019,Rabi,Pulses,461.45,498.37,1.08,2407.1,21.6,37.9,Sandy,Tube Well,22635.68,2203.65,Large,No,22,6634.8,9160160.35,3306585.28,-5853575.07,Poor,West
423,Gujarat,Surat,2021,Whole Year,Sugarcane,146.2,8641.88,59.11,1817.4,16.6,95.4,Sandy,Sprinkler,8455.98,650.17,Small,No,3,286.19,11904206.58,2473219.64,-9430986.94,Poor,West
424,Gujarat,Rajkot,2023,Rabi,Onion,260.36,3993.92,15.34,1246.4,28.8,56.8,Red,Sprinkler,40931.28,1691.86,Small,No,2,1871.18,14639570.7,7473343.23,-7166227.47,Poor,West
425,Punjab,Bathinda,2023,Whole Year,Sugarcane,137.45,11397.35,82.92,1930.1,17.5,43.3,Laterite,Canal,24378.13,641.15,Medium,No,7,350.04,8536009.54,3989528.39,-4546481.15,Average,North
426,Uttar Pradesh,Agra,2024,Whole Year,Sugarcane,495.54,33582.75,67.77,2065.9,44.7,80.6,Laterite,Canal,56441.12,2038.37,Medium,No,12,319.38,32327060.99,10725658.7,-21601402.29,Poor,North
427,Andhra Pradesh,Vijayawada,2022,Kharif,Bajra,289.0,488.41,1.69,2701.9,17.3,84.3,Red,Canal,26215.65,3010.67,Small,No,2,1625.93,5730004.57,794120.47,-4935884.1,Average,South
428,Uttar Pradesh,Lucknow,2019,Kharif,Soybean,90.64,170.4,1.88,1985.3,30.8,97.6,Clay,Rain-fed,6734.56,209.09,Small,No,5,4454.56,2128803.72,759057.02,-1369746.7,Good,North
429,West Bengal,Kolkata,2025,Kharif,Tomato,138.33,3508.05,25.36,448.0,12.9,59.1,Clay,Tube Well,9889.34,1031.3,Large,No,13,1732.65,7101638.21,6078222.83,-1023415.38,Average,East
430,Telangana,Karimnagar,2022,Rabi,Barley,50.62,147.81,2.92,2406.2,16.5,85.0,Black,Rain-fed,5965.49,349.31,Medium,No,12,1918.57,1032132.58,283583.83,-748548.75,Average,South
431,Telangana,Hyderabad,2021,Rabi,Pulses,91.15,71.1,0.78,1708.7,38.0,29.8,Red,Tube Well,6277.7,252.79,Medium,No,4,5211.53,1207479.65,370539.78,-836939.87,Average,South
432,Tamil Nadu,Coimbatore,2024,Rabi,Pulses,124.92,156.15,1.25,2723.4,20.3,62.7,Red,Tube Well,13574.06,554.93,Large,No,29,6345.52,1761171.51,990852.95,-770318.56,Excellent,South
433,Odisha,Bhubaneswar,2021,Kharif,Rice,71.69,201.45,2.81,489.2,29.3,67.3,Alluvial,Drip,10185.33,404.49,Small,No,2,1780.04,1911619.69,358589.06,-1553030.63,Average,East
434,Gujarat,Surat,2021,Rabi,Wheat,497.68,1552.76,3.12,1179.2,33.0,85.6,Sandy,Drip,49148.94,1337.97,Large,No,10,2378.41,12170743.67,3693099.91,-8477643.76,Average,West
435,Tamil Nadu,Chennai,2024,Rabi,Wheat,320.45,1003.01,3.13,892.4,40.4,38.1,Black,Canal,29738.35,3735.33,Small,Yes,1,2278.27,8177208.48,2285127.59,-5892080.89,Poor,South
436,Karnataka,Bengaluru,2023,Rabi,Potato,276.22,8112.58,29.37,595.2,43.1,51.2,Alluvial,Tube Well,32382.39,2956.17,Small,No,3,807.6,15304511.2,6551719.61,-8752791.59,Excellent,South
437,Uttar Pradesh,Kanpur,2024,Rabi,Barley,27.38,101.31,3.7,2151.8,18.7,68.7,Clay,Rain-fed,1797.08,324.42,Medium,No,8,1976.31,553238.82,200219.97,-353018.85,Good,North
438,Assam,Silchar,2022,Rabi,Pulses,473.78,407.45,0.86,361.4,12.8,78.4,Black,Drip,57111.5,914.6,Small,No,1,7405.42,7694109.61,3017338.38,-4676771.23,Average,Northeast
439,West Bengal,Howrah,2025,Kharif,Bajra,203.33,498.16,2.45,2263.2,35.0,76.2,Clay,Sprinkler,15085.39,1856.16,Large,No,26,1810.45,2119422.42,901893.77,-1217528.65,Excellent,East
440,Uttar Pradesh,Varanasi,2021,Kharif,Maize,184.16,530.38,2.88,247.6,27.3,33.6,Black,Sprinkler,30932.68,690.12,Small,No,1,1474.04,4560491.38,781801.34,-3778690.04,Average,North
441,Punjab,Bathinda,2024,Kharif,Cotton,464.63,292.72,0.63,2690.9,42.7,91.4,Laterite,Canal,41725.71,3610.56,Small,No,1,5699.44,22330507.98,1668340.08,-20662167.9,Good,North
442,Punjab,Ludhiana,2024,Kharif,Bajra,43.29,53.68,1.24,459.1,27.1,32.5,Clay,Sprinkler,3101.87,231.56,Small,No,2,1721.86,549558.62,92429.44,-457129.18,Poor,North
443,Telangana,Karimnagar,2020,Rabi,Maize,373.8,1622.29,4.34,2156.7,13.9,42.8,Red,Rain-fed,36986.69,1735.68,Small,No,4,1875.82,11872262.49,3043124.03,-8829138.46,Excellent,South
444,Karnataka,Mangaluru,2025,Rabi,Onion,163.12,4130.2,25.32,1555.4,42.3,87.4,Laterite,Drip,9030.75,356.69,Small,No,5,917.74,8500336.79,3790449.75,-4709887.04,Excellent,South
445,Odisha,Rourkela,2024,Rabi,Barley,217.73,557.39,2.56,2306.6,18.7,32.2,Sandy,Drip,16313.5,2054.07,Large,No,17,1833.17,4200357.73,1021790.63,-3178567.1,Average,East
446,Bihar,Patna,2020,Kharif,Cotton,115.46,32.33,0.28,2972.2,42.5,54.1,Sandy,Drip,6088.32,180.18,Small,No,2,5443.55,4693667.96,175989.97,-4517677.99,Good,East
447,Gujarat,Ahmedabad,2022,Rabi,Wheat,182.42,855.55,4.69,816.2,41.3,34.5,Black,Canal,24163.41,827.83,Small,No,5,1860.46,4255333.24,1591716.55,-2663616.69,Average,West
448,Rajasthan,Kota,2022,Rabi,Wheat,334.8,1509.95,4.51,477.9,22.6,84.8,Clay,Tube Well,38180.82,1703.3,Medium,No,10,1852.34,7337001.16,2796940.78,-4540060.38,Good,North
449,Andhra Pradesh,Vijayawada,2018,Rabi,Barley,97.27,205.24,2.11,2831.3,31.7,44.1,Laterite,Drip,11156.68,261.69,Small,No,3,1945.79,2197674.76,399353.94,-1798320.82,Poor,South
450,Tamil Nadu,Madurai,2023,Kharif,Bajra,455.51,646.82,1.42,2800.9,27.6,21.7,Sandy,Sprinkler,62650.33,1101.55,Small,No,2,1844.43,6365724.14,1193014.21,-5172709.93,Average,South
451,Odisha,Puri,2019,Rabi,Maize,375.61,1712.78,4.56,1262.5,19.5,34.7,Red,Tube Well,26477.91,3254.26,Large,No,24,1602.29,10550174.37,2744370.27,-7805804.1,Good,East
452,Odisha,Cuttack,2022,Rabi,Potato,276.52,3909.99,14.14,790.8,11.4,31.9,Alluvial,Drip,21530.09,2681.37,Medium,No,7,1227.68,11072413.52,4800216.52,-6272197.0,Average,East
453,Andhra Pradesh,Guntur,2023,Rabi,Wheat,361.32,1373.02,3.8,1041.4,12.0,85.3,Alluvial,Drip,51403.82,1472.95,Small,Yes,5,2235.07,9710712.6,3068795.81,-6641916.79,Average,South
454,Odisha,Puri,2021,Kharif,Tomato,111.1,2883.04,25.95,2442.4,36.4,32.5,Red,Rain-fed,10177.83,1213.64,Small,No,2,1760.28,5684305.88,5074957.65,-609348.23,Good,East
455,West Bengal,Howrah,2022,Whole Year,Rice,82.3,222.21,2.7,1862.7,12.4,25.8,Red,Rain-fed,13767.01,960.79,Small,No,1,1922.31,2679482.46,427156.51,-2252325.95,Excellent,East
456,Odisha,Bhubaneswar,2018,Kharif,Maize,385.29,1895.63,4.92,1838.9,37.7,20.8,Black,Tube Well,55118.98,1819.45,Medium,No,11,1755.8,11748826.78,3328347.15,-8420479.63,Good,East
457,Maharashtra,Nashik,2025,Kharif,Maize,28.88,128.23,4.44,456.9,38.9,28.2,Alluvial,Canal,3223.47,294.61,Small,No,1,1436.01,675658.08,184139.56,-491518.52,Good,West
458,Maharashtra,Nagpur,2024,Rabi,Pulses,246.42,226.71,0.92,2873.8,19.9,26.1,Alluvial,Canal,22293.39,2752.94,Small,Yes,2,6295.14,4434602.62,1427171.19,-3007431.43,Average,West
459,Uttar Pradesh,Meerut,2022,Kharif,Soybean,136.28,196.24,1.44,869.7,41.7,83.9,Black,Drip,20290.7,356.03,Small,No,4,4314.65,2244685.93,846706.92,-1397979.01,Average,North
460,West Bengal,Durgapur,2020,Rabi,Wheat,497.39,1522.01,3.06,1026.0,24.8,75.5,Laterite,Tube Well,75150.77,2321.87,Medium,No,7,2029.91,14866045.39,3089543.32,-11776502.07,Average,East
461,Karnataka,Mangaluru,2021,Kharif,Groundnut,290.9,529.44,1.82,2111.1,36.2,76.2,Red,Sprinkler,11752.73,3471.3,Small,No,2,5881.36,6077965.94,3113827.24,-2964138.7,Good,South
462,Odisha,Cuttack,2022,Kharif,Bajra,417.79,1015.23,2.43,1321.1,17.4,38.0,Clay,Drip,23568.79,3615.38,Small,No,4,1623.01,7108286.43,1647728.44,-5460557.99,Good,East
463,Haryana,Panipat,2020,Kharif,Rice,183.26,351.86,1.92,1750.6,38.5,32.0,Red,Rain-fed,26407.42,1691.34,Medium,No,10,2005.79,6208752.17,705757.27,-5502994.9,Average,North
464,Punjab,Patiala,2019,Kharif,Maize,440.7,1753.99,3.98,1559.6,10.4,86.6,Clay,Rain-fed,51818.31,4461.96,Large,No,17,1554.2,8900028.57,2726051.26,-6173977.31,Poor,North
465,Tamil Nadu,Salem,2020,Rabi,Potato,200.8,3634.48,18.1,2485.3,44.2,68.4,Black,Rain-fed,21453.13,1642.48,Small,No,1,1442.67,11927402.71,5243355.26,-6684047.45,Good,South
466,Haryana,Karnal,2019,Kharif,Soybean,15.0,23.1,1.54,289.4,30.9,80.5,Alluvial,Drip,1758.55,120.33,Small,No,5,4064.8,334929.17,93896.88,-241032.29,Poor,North
467,Punjab,Ludhiana,2023,Rabi,Wheat,5.23,15.74,3.01,1254.6,16.8,80.1,Clay,Sprinkler,922.25,45.65,Small,No,5,1860.6,180617.52,29285.84,-151331.68,Good,North
468,Andhra Pradesh,Nellore,2025,Rabi,Barley,145.77,351.31,2.41,2667.1,13.3,77.5,Red,Drip,21520.84,404.0,Large,No,29,1825.7,3542542.19,641386.67,-2901155.52,Average,South
469,Bihar,Gaya,2023,Whole Year,Sugarcane,312.11,19928.22,63.85,2167.0,33.9,39.1,Sandy,Tube Well,15761.48,835.34,Medium,No,4,294.26,29593739.37,5864078.02,-23729661.35,Average,East
470,Bihar,Patna,2025,Rabi,Wheat,157.55,512.04,3.25,912.3,22.7,27.1,Red,Rain-fed,11991.47,977.73,Small,No,2,2363.9,5906589.14,1210411.36,-4696177.78,Average,East
471,Rajasthan,Kota,2024,Kharif,Groundnut,220.97,428.68,1.94,1009.6,12.9,53.1,Laterite,Sprinkler,35982.14,2630.37,Small,No,1,5611.56,5230857.48,2405563.54,-2825293.94,Average,North
472,Punjab,Amritsar,2019,Whole Year,Sugarcane,79.94,4462.25,55.82,1225.8,26.2,27.5,Laterite,Rain-fed,10388.03,871.46,Small,Yes,1,458.92,7252849.56,2047815.77,-5205033.79,Good,North
473,Rajasthan,Jaipur,2023,Kharif,Soybean,107.1,130.66,1.22,1418.3,29.1,95.9,Red,Drip,9084.88,144.0,Medium,No,9,4289.56,2968950.23,560473.91,-2408476.32,Good,North
474,Madhya Pradesh,Indore,2024,Whole Year,Sugarcane,318.21,15990.05,50.25,1274.7,20.4,77.0,Laterite,Tube Well,22266.64,3444.24,Small,Yes,4,377.24,21186845.42,6032086.46,-15154758.96,Average,Central
475,Gujarat,Vadodara,2025,Kharif,Jowar,482.83,984.97,2.04,1753.9,38.8,64.9,Sandy,Drip,24572.77,4030.47,Medium,No,9,1509.93,9156876.32,1487235.75,-7669640.57,Average,West
476,Karnataka,Belagavi,2019,Zaid,Onion,132.14,3501.71,26.5,2835.6,40.0,70.7,Clay,Tube Well,7088.31,449.92,Large,No,27,1906.7,6610116.39,6676710.46,66594.07,Excellent,South
477,Madhya Pradesh,Bhopal,2018,Kharif,Soybean,9.08,16.25,1.79,2616.5,34.5,71.9,Laterite,Rain-fed,884.88,44.26,Small,No,3,3613.38,156953.06,58717.43,-98235.63,Good,Central
478,Uttar Pradesh,Varanasi,2020,Rabi,Jowar,191.4,373.23,1.95,1368.7,19.9,69.6,Black,Canal,29251.96,409.97,Medium,No,10,1572.57,3349392.2,586930.3,-2762461.9,Good,North
479,Tamil Nadu,Chennai,2025,Kharif,Jowar,334.19,404.37,1.21,2353.0,29.3,29.2,Laterite,Canal,29771.62,3252.09,Small,No,4,1505.32,4593922.12,608706.25,-3985215.87,Good,South
480,Maharashtra,Nashik,2022,Whole Year,Sugarcane,336.98,24902.82,73.9,194.8,10.9,83.2,Sandy,Tube Well,28456.59,968.66,Medium,No,12,377.35,22815708.11,9397079.13,-13418628.98,Good,West
481,Odisha,Bhubaneswar,2024,Rabi,Maize,488.7,2277.34,4.66,1600.1,25.3,28.0,Red,Tube Well,27646.83,3590.12,Small,No,3,1802.4,9884809.97,4104677.62,-5780132.35,Excellent,East
482,Haryana,Karnal,2018,Kharif,Groundnut,314.82,336.86,1.07,2152.0,42.2,26.3,Laterite,Canal,45311.27,766.91,Small,No,3,4779.83,9377808.04,1610133.53,-7767674.51,Good,North
483,Madhya Pradesh,Ujjain,2021,Rabi,Potato,385.43,7724.02,20.04,2811.4,32.0,71.1,Sandy,Canal,21403.09,4316.5,Small,Yes,3,1619.59,21132106.1,12509745.55,-8622360.55,Average,Central
484,Odisha,Cuttack,2024,Rabi,Wheat,397.93,1404.69,3.53,1914.5,17.4,53.6,Alluvial,Rain-fed,60961.63,1184.98,Small,No,5,2178.73,14081374.09,3060440.24,-11020933.85,Good,East
485,Rajasthan,Kota,2025,Rabi,Barley,80.04,291.35,3.64,659.3,11.0,21.8,Sandy,Drip,5625.44,401.3,Large,Yes,14,1924.69,1952854.42,560758.43,-1392095.99,Excellent,North
486,Karnataka,Mysuru,2019,Kharif,Soybean,234.05,388.52,1.66,2844.4,42.3,40.0,Red,Sprinkler,40879.64,498.96,Medium,No,6,4294.1,6412714.18,1668343.73,-4744370.45,Good,South
487,Assam,Jorhat,2024,Rabi,Barley,408.13,1232.55,3.02,1345.0,29.8,49.9,Clay,Canal,42003.3,4401.25,Large,No,23,1646.74,9495905.28,2029689.39,-7466215.89,Good,Northeast
488,Tamil Nadu,Madurai,2024,Kharif,Rice,90.77,342.2,3.77,1137.5,12.5,72.6,Alluvial,Drip,13536.72,212.89,Small,Yes,3,1919.35,2853012.27,656801.57,-2196210.7,Good,South
489,Haryana,Panipat,2022,Rabi,Barley,264.1,562.53,2.13,1862.9,40.9,88.8,Black,Tube Well,43569.36,1489.33,Medium,No,9,1599.08,4092651.38,899530.47,-3193120.91,Average,North
490,Punjab,Patiala,2024,Rabi,Wheat,226.94,903.22,3.98,785.6,10.7,21.4,Sandy,Canal,38041.96,936.81,Medium,No,12,2350.82,4698603.07,2123307.64,-2575295.43,Good,North
491,Haryana,Panipat,2019,Kharif,Tomato,361.9,10397.39,28.73,1261.0,29.5,45.1,Sandy,Canal,34404.33,3134.43,Small,No,1,1796.0,28162924.62,18673712.44,-9489212.18,Excellent,North
492,Madhya Pradesh,Indore,2018,Kharif,Maize,496.78,2498.8,5.03,756.4,13.1,77.9,Alluvial,Tube Well,88694.66,5601.3,Large,No,11,1366.48,15529356.74,3414560.22,-12114796.52,Excellent,Central
493,Rajasthan,Bikaner,2024,Whole Year,Sugarcane,462.5,28064.5,60.68,1026.1,15.2,66.7,Laterite,Rain-fed,61768.23,3116.97,Small,No,4,377.63,33705360.22,10597997.13,-23107363.09,Poor,North
494,Madhya Pradesh,Indore,2022,Zaid,Onion,355.98,7778.16,21.85,802.9,32.6,88.5,Clay,Canal,17984.19,2292.75,Small,No,4,1964.06,14131671.17,15276772.93,1145101.76,Excellent,Central
495,Madhya Pradesh,Ujjain,2023,Zaid,Onion,354.55,8541.11,24.09,406.4,14.6,93.3,Laterite,Rain-fed,57259.91,2357.09,Medium,No,8,1450.02,18492140.26,12384780.32,-6107359.94,Average,Central
496,Andhra Pradesh,Vijayawada,2020,Kharif,Bajra,372.77,805.18,2.16,642.4,11.0,73.0,Laterite,Sprinkler,28770.77,4173.61,Small,No,2,1638.16,5333773.67,1319013.67,-4014760.0,Excellent,South
497,Karnataka,Belagavi,2023,Rabi,Wheat,324.66,1204.49,3.71,952.6,24.1,67.5,Sandy,Tube Well,35422.44,1873.03,Medium,No,5,1931.75,6803730.76,2326773.56,-4476957.2,Excellent,South
498,Maharashtra,Nagpur,2019,Kharif,Jowar,138.45,274.13,1.98,1273.2,23.8,37.6,Clay,Sprinkler,15135.91,398.92,Small,No,5,1701.59,1388801.46,466456.87,-922344.59,Excellent,West
499,Assam,Nagaon,2025,Rabi,Potato,426.43,7906.01,18.54,2076.2,15.8,46.6,Laterite,Drip,74503.3,3550.6,Small,Yes,3,1631.65,26783139.78,12899841.22,-13883298.56,Excellent,Northeast
500,Rajasthan,Udaipur,2018,Kharif,Bajra,236.81,210.76,0.89,2072.1,20.2,38.3,Sandy,Drip,34502.97,2256.28,Small,No,3,1671.57,4108215.41,352300.09,-3755915.32,Poor,North
501,Maharashtra,Aurangabad,2022,Kharif,Soybean,7.77,13.75,1.77,2685.0,37.1,88.6,Sandy,Rain-fed,433.46,66.38,Medium,Yes,10,5148.56,130856.36,70792.7,-60063.66,Good,West
502,Madhya Pradesh,Ujjain,2024,Kharif,Soybean,372.44,726.26,1.95,1952.3,43.8,90.2,Clay,Tube Well,61784.44,2213.02,Large,No,18,4410.33,7275610.09,3203046.27,-4072563.82,Excellent,Central
503,Andhra Pradesh,Nellore,2022,Whole Year,Sugarcane,21.51,1450.2,67.42,1875.9,25.2,56.4,Alluvial,Sprinkler,1192.23,23.48,Large,Yes,14,368.2,1770824.39,533963.64,-1236860.75,Good,South
504,Karnataka,Belagavi,2019,Zaid,Onion,8.78,118.71,13.52,1819.9,11.9,44.5,Laterite,Sprinkler,1162.78,8.84,Small,No,3,1920.84,417487.52,228022.92,-189464.6,Poor,South
